ISIN-CODE,NSE-CODE,buy-date,buy-price,sell-date,sell-price,buy-share-count,returns-share-count,invested,cumulative-returns,n-return-times,CAGR,corporate-action-count
INE732K01019,PRO FIN CAP.,2020-04-15,20.0,2021-03-02,30.1,2500,2500,50000,75250.0,1,3,0
INE699B01027,SAMBHAAV MED,2020-04-15,1.69,2021-03-02,2.71,29585,29585,50000,80175.35,1,4,0
INE027D01019,NETTLINX LTD,2020-04-15,17.75,2021-03-02,68.6,2816,2816,50000,193177.59999999998,3,11,0
INE099G01011,SCANSTL   ,2020-04-15,15.4,2021-03-02,19.2,3246,3246,50000,62323.2,1,1,0
INE946H01037,VIPUL LTD ,2020-04-15,15.75,2021-03-02,31.65,3174,3174,50000,100457.09999999999,2,5,0
INE981D01025,USHDEV INTNL,2020-04-15,0.2,2021-03-02,0.29,250000,250000,50000,72500.0,1,3,0
INE135H01029,CNI RES LTD ,2020-04-15,1.87,2021-03-02,1.57,26737,26737,50000,41977.090000000004,0,-1,0
INE510H01015,ROYAL IND ,2020-04-15,0.38,2021-03-02,0.97,131578,131578,50000,127630.66,2,8,0
INE195E01020,LUHARUKA  ,2020-04-15,0.36,2021-03-02,0.6,138888,138888,50000,83332.8,1,4,0
INE945F01025,DECCANGOLD,2020-04-15,14.54,2021-03-02,16.9,3438,3438,50000,58102.2,1,1,0
INE628A01036,UPL       ,2020-04-15,350.45,2021-03-02,589.25,142,142,50000,83673.5,1,4,0
INE234B01023,CRANES SOFTW,2020-04-15,0.6,2021-03-02,1.63,83333,83333,50000,135832.78999999998,2,8,0
INE529F01035,SIGNET IND,2020-04-15,18.9,2021-03-02,34.55,2645,2645,50000,91384.74999999999,1,5,0
INE365O01010,ABANSENT  ,2020-04-15,178.05,2021-03-02,138.85,280,280,50000,38878.0,0,-2,0
INE685D01022,VAMA INDS ,2020-04-15,5.19,2021-03-02,6.3,9633,9633,50000,60687.9,1,1,0
INE805D01034,SUNTECK REAL,2020-04-15,198.0,2021-03-02,350.35,252,252,50000,88288.20000000001,1,4,0
INE379J01029,VERITAS   ,2020-04-15,25.6,2021-03-02,49.2,1953,1953,50000,96087.6,1,5,0
INE070D01027,JAI CORP LTD,2020-04-15,56.15,2021-03-02,105.35,890,890,50000,93761.5,1,5,0
INE895A01023,SVARTCORP ,2020-04-15,2.45,2021-03-02,3.79,20408,20408,50000,77346.32,1,3,0
INE043F01011,NNTL      ,2020-04-15,17.1,2021-03-02,6.17,2923,2923,50000,18034.91,0,-8,0
INE458B01036,BHAGYA INL,2020-04-15,14.55,2021-03-02,51.1,3436,3436,50000,175579.6,3,11,0
INE716D01033,CRESSANDA SO,2020-04-15,0.19,2021-03-02,0.58,263157,263157,50000,152631.06,3,9,0
INE992I01013,STARTECK  ,2020-04-15,47.6,2021-03-02,84.6,1050,1050,50000,88830.0,1,4,0
INE564J01026,SHRI JAGDAMB,2020-04-15,154.0,2021-03-02,523.75,324,324,50000,169695.0,3,10,0
INE281B01032,LLOYDS MET E,2020-04-15,5.1,2021-03-02,11.14,9803,9803,50000,109205.42000000001,2,6,0
INE668D01028,DONEAR IND. ,2020-04-15,24.3,2021-03-02,33.55,2057,2057,50000,69012.34999999999,1,2,0
INE091C01017,SUPER SAL IN,2020-04-15,219.95,2021-03-02,430.6,227,227,50000,97746.20000000001,1,5,0
INE807F01027,SEQUENT   ,2020-04-15,72.5,2021-03-02,243.7,689,689,50000,167909.3,3,10,0
INE655A01013,STC INDIA ,2020-04-15,37.5,2021-03-02,101.0,1333,1333,50000,134633.0,2,8,0
INE871C01038,AVANTI FEEDS,2020-04-15,404.05,2021-03-02,484.75,123,123,50000,59624.25,1,1,0
INE077B01018,ZODIAC JRD,2020-04-15,20.8,2021-03-02,28.4,2403,2403,50000,68245.2,1,2,0
INE423A01024,ADANI ENTER ,2020-04-15,145.15,2021-03-02,872.55,344,344,50000,300157.2,6,16,0
INE474E01029,BHANDARI HOS,2020-04-15,0.86,2021-03-02,2.71,58139,58139,50000,157556.69,3,10,0
INE231G01010,ORBIT EXPORT,2020-04-15,60.2,2021-03-02,64.3,830,830,50000,53369.0,1,0,0
INE104E01014,SAVERA IND,2020-04-15,35.55,2021-03-02,42.05,1406,1406,50000,59122.299999999996,1,1,0
INE674A01014,TATASTLLP ,2020-04-15,237.25,2021-03-02,695.85,210,210,50000,146128.5,2,9,0
INE725A01022,NAV BHAR VEN,2020-04-15,38.15,2021-03-02,71.55,1310,1310,50000,93730.5,1,5,0
INE736H01024,G.S.AUTO INT,2020-04-15,2.4,2021-03-02,4.19,20833,20833,50000,87290.27,1,4,0
INE386D01027,SHIV.BIMETAL,2020-04-15,25.7,2021-03-02,83.7,1945,1945,50000,162796.5,3,10,0
INE730A01022,ORICON ENT,2020-04-15,13.17,2021-03-02,22.8,3796,3796,50000,86548.8,1,4,0
INE135A01024,BALASORE  ,2020-04-15,11.48,2021-03-02,9.56,4355,4355,50000,41633.8,0,-1,0
INE088B01015,NAT STL AGRO,2020-04-15,1.47,2021-03-02,3.81,34013,34013,50000,129589.53,2,8,0
INE699A01011,UTTAM GALVA ,2020-04-15,5.86,2021-03-02,7.15,8532,8532,50000,61003.8,1,1,0
INE932A01024,PENNAR STEEL,2020-04-15,18.18,2021-03-02,20.85,2750,2750,50000,57337.50000000001,1,1,0
INE197A01024,JYOTI STRUCT,2020-04-15,2.31,2021-03-02,4.31,21645,21645,50000,93289.95,1,5,0
INE289D01015,JAY USHIN ,2020-04-15,390.0,2021-03-02,500.0,128,128,50000,64000.0,1,2,0
INE802C01017,ST.STR.WHEEL,2020-04-15,400.0,2021-03-02,653.9,125,125,50000,81737.5,1,4,0
INE993A01026,MAN IND.(I) ,2020-04-15,39.4,2021-03-02,76.45,1269,1269,50000,97015.05,1,5,0
INE346M01022,TERRASCOPE,2020-04-15,6.86,2021-03-02,2.15,7288,7288,50000,15669.199999999999,0,-9,0
INE327C01031,GOLKONDA  ,2020-04-15,8.44,2021-03-02,8.33,5924,5924,50000,49346.92,0,0,0
INE425A01011,METALFORGE,2020-04-15,5.14,2021-03-02,5.82,9727,9727,50000,56611.14,1,1,0
INE534A01028,GRAND FOUND ,2020-04-15,3.77,2021-03-02,1.9,13262,13262,50000,25197.8,0,-5,0
INE298G01027,AJMERA    ,2020-04-15,71.95,2021-03-02,131.45,694,694,50000,91226.29999999999,1,5,0
INE105D01013,COCHIN MIN. ,2020-04-15,113.8,2021-03-02,133.45,439,439,50000,58584.549999999996,1,1,0
INE072A01029,ISW LTD   ,2020-04-15,0.21,2021-03-02,0.79,238095,238095,50000,188095.05000000002,3,11,0
INE013J01016,RAJKUMAR FRG,2020-04-15,19.1,2021-03-02,39.45,2617,2617,50000,103240.65000000001,2,6,0
INE120A01034,CARBORUNDUM ,2020-04-15,216.65,2021-03-02,521.3,230,230,50000,119898.99999999999,2,7,0
INE123F01029,MINERAL&METL,2020-04-15,13.82,2021-03-02,50.65,3617,3617,50000,183201.05,3,11,0
INE587D01012,ASHIANA ISP.,2020-04-15,5.99,2021-03-02,10.55,8347,8347,50000,88060.85,1,4,0
INE092C01015,PM TELELINN ,2020-04-15,2.86,2021-03-02,3.75,17482,17482,50000,65557.5,1,2,0
INE056C01010,TATA METALIK,2020-04-15,355.2,2021-03-02,791.55,140,140,50000,110817.0,2,6,0
INE743C01021,MONNETISPA,2020-04-15,12.85,2021-03-02,27.1,3891,3891,50000,105446.1,2,6,0
INE658D01011,SIMPLEX CAST,2020-04-15,22.0,2021-03-02,22.05,2272,2272,50000,50097.6,1,0,0
INE387D01025,SH.STEEL WIR,2020-04-15,15.05,2021-03-02,21.6,3322,3322,50000,71755.20000000001,1,3,0
INE308N01012,SOUTH.MAGNES,2020-04-15,13.41,2021-03-02,13.13,3728,3728,50000,48948.64,0,0,0
INE927K01023,BARODA EXTR.,2020-04-15,0.21,2021-03-02,0.74,238095,238095,50000,176190.3,3,11,0
INE314G01014,KALYANI FORG,2020-04-15,100.0,2021-03-02,194.55,500,500,50000,97275.0,1,5,0
INE570B01012,ADITYA ISPAT,2020-04-15,4.36,2021-03-02,3.65,11467,11467,50000,41854.549999999996,0,-1,0
INE124E01020,STEELCAST ,2020-04-15,88.65,2021-03-02,140.0,564,564,50000,78960.0,1,3,0
INE450D01021,PITTIENG  ,2020-04-15,22.25,2021-03-02,59.4,2247,2247,50000,133471.8,2,8,0
INE741B01027,GLITTEK GRAN,2020-04-15,0.77,2021-03-02,1.8,64935,64935,50000,116883.0,2,7,0
INE770A01010,PRADEEP MET.,2020-04-15,36.65,2021-03-02,49.0,1364,1364,50000,66836.0,1,2,0
INE385M01012,SHARDA ISPAT,2020-04-15,27.75,2021-03-02,56.45,1801,1801,50000,101666.45000000001,2,6,0
INE451L01014,MAHA STEEL,2020-04-15,67.7,2021-03-02,93.95,738,738,50000,69335.1,1,2,0
INE531E01026,HIND.COPPER ,2020-04-15,25.75,2021-03-02,150.5,1941,1941,50000,292120.5,5,15,0
INE943C01027,SRIPIPES  ,2020-04-15,131.3,2021-03-02,176.0,380,380,50000,66880.0,1,2,0
INE197C01012,AXEL POLYMER,2020-04-15,7.6,2021-03-02,13.75,6578,6578,50000,90447.5,1,5,0
INE589A01014,NLCINDIA  ,2020-04-15,46.0,2021-03-02,55.05,1086,1086,50000,59784.299999999996,1,1,0
INE988E01036,JMT AUTO LTD,2020-04-15,1.83,2021-03-02,2.74,27322,27322,50000,74862.28,1,3,0
INE434C01027,KIC METALIKS,2020-04-15,30.25,2021-03-02,30.8,1652,1652,50000,50881.6,1,0,0
INE960A01017,SHILP GRAVUR,2020-04-15,43.45,2021-03-02,89.0,1150,1150,50000,102350.0,2,6,0
INE146C01019,WHITEORG  ,2020-04-15,6.17,2021-03-02,4.73,8103,8103,50000,38327.19,0,-2,0
INE723D01021,HIM.FIBRES,2020-04-15,1.16,2021-03-02,3.05,43103,43103,50000,131464.15,2,8,0
INE272C01013,DEEPAK SPINN,2020-04-15,71.0,2021-03-02,102.95,704,704,50000,72476.8,1,3,0
INE187A01017,JBF IND.LTD ,2020-04-15,9.5,2021-03-02,11.99,5263,5263,50000,63103.37,1,1,0
INE970D01010,LOY.TEX MILL,2020-04-15,191.95,2021-03-02,480.2,260,260,50000,124852.0,2,7,0
INE049A01027,HIMAT.SEIDE ,2020-04-15,59.85,2021-03-02,160.85,835,835,50000,134309.75,2,8,0
INE594B01012,BSL LTD.  ,2020-04-15,22.0,2021-03-02,31.85,2272,2272,50000,72363.2,1,3,0
INE501F01018,PBM POLYTEX ,2020-04-15,29.0,2021-03-02,55.25,1724,1724,50000,95251.0,1,5,0
INE132C01027,SURYALATA SP,2020-04-15,91.15,2021-03-02,126.0,548,548,50000,69048.0,1,2,0
INE592B01016,TT LTD.   ,2020-04-15,26.4,2021-03-02,45.95,1893,1893,50000,86983.35,1,4,0
INE192B01031,WELSPUN (I) ,2020-04-15,23.45,2021-03-02,68.05,2132,2132,50000,145082.6,2,9,0
INE862B01013,IND.ACRYLICS,2020-04-15,6.94,2021-03-02,10.62,7204,7204,50000,76506.48,1,3,0
INE845D01014,GANESH ECOSP,2020-04-15,186.95,2021-03-02,615.4,267,267,50000,164311.8,3,10,0
INE760J01012,CEETA IND.,2020-04-15,3.61,2021-03-02,6.22,13850,13850,50000,86147.0,1,4,0
INE835A01011,VARDHMAN POL,2020-04-15,3.75,2021-03-02,24.95,13333,13333,50000,332658.35,6,17,0
INE761G01016,BLA ROS IND ,2020-04-15,87.75,2021-03-02,130.65,569,569,50000,74339.85,1,3,0
INE110Q01015,ST CORP   ,2020-04-15,5.7,2021-03-02,4.6,8771,8771,50000,40346.6,0,-1,0
INE118K01011,BINNY LTD.,2020-04-15,55.0,2021-03-02,140.7,909,909,50000,127896.29999999999,2,8,0
INE495C01010,SANGAM INDIA,2020-04-15,38.75,2021-03-02,76.4,1290,1290,50000,98556.00000000001,1,5,0
INE979D01011,KUSHIND   ,2020-04-15,0.91,2021-03-02,1.81,54945,54945,50000,99450.45,1,5,0
INE106C01013,ZENITH FIBRE,2020-04-15,31.95,2021-03-02,40.0,1564,1564,50000,62560.0,1,1,0
INE273D01019,AARVEE DENIM,2020-04-15,10.35,2021-03-02,18.2,4830,4830,50000,87906.0,1,4,0
INE440A01010,ASHIMA LTD. ,2020-04-15,5.01,2021-03-02,16.04,9980,9980,50000,160079.19999999998,3,10,0
INE156C01018,PIONEER EMB ,2020-04-15,19.8,2021-03-02,40.4,2525,2525,50000,102010.0,2,6,0
INE660D01017,VIPPY SPIN. ,2020-04-15,33.35,2021-03-02,40.0,1499,1499,50000,59960.0,1,1,0
INE535C01013,KAMADGIRI ,2020-04-15,33.05,2021-03-02,29.2,1512,1512,50000,44150.4,0,-1,0
INE078T01026,KRRAIL    ,2020-04-15,25.75,2021-03-02,15.06,1941,1941,50000,29231.460000000003,0,-4,0
INE022N01019,AJIL      ,2020-04-15,46.8,2021-03-02,32.25,1068,1068,50000,34443.0,0,-3,0
INE305D01019,SARUPINDUS,2020-04-15,29.25,2021-03-02,19.9,1709,1709,50000,34009.1,0,-3,0
INE370D01013,MANORG    ,2020-04-15,251.85,2021-03-02,547.15,198,198,50000,108335.7,2,6,0
INE074C01013,HINDU.ADHESI,2020-04-15,62.95,2021-03-02,116.75,794,794,50000,92699.5,1,5,0
INE577D01013,JYOTI RESINS,2020-04-15,119.95,2021-03-02,488.85,416,416,50000,203361.6,4,12,0
INE112D01035,MAHA.RUBTECH,2020-04-15,29.35,2021-03-02,40.0,1703,1703,50000,68120.0,1,2,0
INE837B01031,WIMSOME TEXT,2020-04-15,13.46,2021-03-02,28.25,3714,3714,50000,104920.5,2,6,0
INE439A01020,ASAHI IN.GLA,2020-04-15,165.2,2021-03-02,292.9,302,302,50000,88455.79999999999,1,4,0
INE692B01014,MURD.CERAM,2020-04-15,13.69,2021-03-02,22.0,3652,3652,50000,80344.0,1,4,0
INE068B01017,SAINT-GOBAIN,2020-04-15,34.5,2021-03-02,72.4,1449,1449,50000,104907.6,2,6,0
INE242C01024,ANANTRAJ  ,2020-04-15,17.95,2021-03-02,51.55,2785,2785,50000,143566.75,2,9,0
INE298E01022,RESTILE CER.,2020-04-15,1.93,2021-03-02,2.2,25906,25906,50000,56993.200000000004,1,1,0
INE650D01026,RAMASIGNS ,2020-04-15,2.55,2021-03-02,1.9,19607,19607,50000,37253.299999999996,0,-2,0
INE952A01022,HIND.NAT.GLS,2020-04-15,35.05,2021-03-02,25.9,1426,1426,50000,36933.4,0,-2,0
INE506D01020,HALDYN GLASS,2020-04-15,21.85,2021-03-02,30.6,2288,2288,50000,70012.8,1,2,0
INE932D01010,DUROPLY   ,2020-04-15,26.05,2021-03-02,60.95,1919,1919,50000,116963.05,2,7,0
INE805B01012,MANGALAM TIM,2020-04-15,7.18,2021-03-02,11.38,6963,6963,50000,79238.94,1,3,0
INE231C01019,SHREYANS IND,2020-04-15,74.35,2021-03-02,86.65,672,672,50000,58228.8,1,1,0
INE733A01018,STAR PAPER,2020-04-15,93.45,2021-03-02,128.5,535,535,50000,68747.5,1,2,0
INE551D01018,YASHPAKKA ,2020-04-15,27.65,2021-03-02,84.4,1808,1808,50000,152595.2,3,9,0
INE570D01018,ARROWGREEN,2020-04-15,36.0,2021-03-02,77.1,1388,1388,50000,107014.79999999999,2,6,0
INE270I01014,VISHNU CHEM ,2020-04-15,116.0,2021-03-02,198.2,431,431,50000,85424.2,1,4,0
INE699D01015,JUMBO BAG ,2020-04-15,7.05,2021-03-02,8.3,7092,7092,50000,58863.600000000006,1,1,0
INE740D01017,N.R.AGARWAL ,2020-04-15,179.0,2021-03-02,262.1,279,279,50000,73125.90000000001,1,3,0
INE105C01023,3PLAND    ,2020-04-15,2.88,2021-03-02,9.52,17361,17361,50000,165276.72,3,10,0
INE088G01014,S.I.PAPER ,2020-04-15,53.0,2021-03-02,82.7,943,943,50000,77986.1,1,3,0
INE707A01012,VINDHYA TELE,2020-04-15,446.85,2021-03-02,846.05,111,111,50000,93911.54999999999,1,5,0
INE045A01017,ADORWELDING ,2020-04-15,215.9,2021-03-02,317.75,231,231,50000,73400.25,1,3,0
INE457F01013,SALZER ELEC ,2020-04-15,68.65,2021-03-02,125.0,728,728,50000,91000.0,1,5,0
INE919C01019,JETINFOTRAN ,2020-04-15,19.6,2021-03-02,50.05,2551,2551,50000,127677.54999999999,2,8,0
INE834B01012,PCS TECH  ,2020-04-15,2.29,2021-03-02,5.52,21834,21834,50000,120523.68,2,7,0
INE228A01035,USHA MART.LT,2020-04-15,14.55,2021-03-02,30.35,3436,3436,50000,104282.6,2,6,0
INE252A01019,SPEL SEMICON,2020-04-15,3.82,2021-03-02,13.98,13089,13089,50000,182984.22,3,11,0
INE287B01021,SUBROS LTD. ,2020-04-15,154.55,2021-03-02,343.4,323,323,50000,110918.2,2,6,0
INE671A01010,HONEYWELL ,2020-04-15,26551.0,2021-03-02,45801.8,1,1,50000,45801.8,0,0,0
INE311D01017,SWITCH.TECH.,2020-04-15,32.35,2021-03-02,29.55,1545,1545,50000,45654.75,0,0,0
INE162B01018,LUMAX IND ,2020-04-15,1092.5,2021-03-02,1629.6,45,45,50000,73332.0,1,3,0
INE927C01020,DIGISPICE ,2020-04-15,3.45,2021-03-02,108.65,14492,14492,50000,1574555.8,31,33,0
INE216C01010,CALCOM VISIO,2020-04-15,9.72,2021-03-02,21.85,5144,5144,50000,112396.40000000001,2,6,0
INE083E01010,DYNAVISION,2020-04-15,42.0,2021-03-02,66.5,1190,1190,50000,79135.0,1,3,0
INE788D01016,BCC FUBA  ,2020-04-15,7.41,2021-03-02,12.0,6747,6747,50000,80964.0,1,4,0
INE292B01021,HBL P SYS ,2020-04-15,13.05,2021-03-02,40.75,3831,3831,50000,156113.25,3,9,0
INE902B01017,S&S POWER SW,2020-04-15,20.29,2021-03-02,21.2,2464,2464,50000,52236.799999999996,1,0,0
INE162A01010,GUJ.IND.POW.,2020-04-15,55.55,2021-03-02,82.0,900,900,50000,73800.0,1,3,0
INE981B01011,CMI LTD.  ,2020-04-15,26.3,2021-03-02,58.95,1901,1901,50000,112063.95000000001,2,6,0
INE775A01035,MOTHERSON SS,2020-04-15,71.2,2021-03-02,232.55,702,702,50000,163250.1,3,10,0
INE110B01017,MINDTECK (I),2020-04-15,16.4,2021-03-02,44.9,3048,3048,50000,136855.19999999998,2,8,0
INE176B01034,HAVELLSINDIA,2020-04-15,559.3,2021-03-02,1144.3,89,89,50000,101842.7,2,6,0
INE167B01025,ACI INFOCOM ,2020-04-15,0.19,2021-03-02,0.35,263157,263157,50000,92104.95,1,5,0
INE437C01012,INCAP LTD.,2020-04-15,24.65,2021-03-02,20.25,2028,2028,50000,41067.0,0,-1,0
INE877E01015,GUJ.INTRUX,2020-04-15,71.2,2021-03-02,104.95,702,702,50000,73674.90000000001,1,3,0
INE188B01013,IGARSHI MOT ,2020-04-15,199.15,2021-03-02,319.9,251,251,50000,80294.9,1,4,0
INE225D01027,SYMPHONY  ,2020-04-15,884.35,2021-03-02,1445.5,56,56,50000,80948.0,1,4,0
INE082C01024,PATEL AIRTEM,2020-04-15,86.85,2021-03-02,145.4,575,575,50000,83605.0,1,4,0
INE295F01017,BFLYGANDHI,2020-04-15,93.75,2021-03-02,553.0,533,533,50000,294749.0,5,15,0
INE940C01015,DUTRON POLY.,2020-04-15,90.85,2021-03-02,131.5,550,550,50000,72325.0,1,3,0
INE165B01029,R.S.SOFTWARE,2020-04-15,12.54,2021-03-02,24.55,3987,3987,50000,97880.85,1,5,0
INE437D01010,MAGNA ELECTR,2020-04-15,139.6,2021-03-02,168.25,358,358,50000,60233.5,1,1,0
INE415B01044,MARSONS   ,2020-04-15,5.33,2021-03-02,10.53,9380,9380,50000,98771.4,1,5,0
INE033C01019,ELNET TECH. ,2020-04-15,86.05,2021-03-02,127.35,581,581,50000,73990.34999999999,1,3,0
INE258C01038,ACCEL     ,2020-04-15,5.27,2021-03-02,13.64,9487,9487,50000,129402.68000000001,2,8,0
INE855C01015,WEBELSOLAR,2020-04-15,18.26,2021-03-02,40.85,2738,2738,50000,111847.3,2,6,0
INE535D01029,ROTO PUMPS,2020-04-15,102.8,2021-03-02,137.0,486,486,50000,66582.0,1,2,0
INE690A01010,TTK PRESTIGE,2020-04-15,4878.55,2021-03-02,7924.65,10,10,50000,79246.5,1,3,0
INE589D01018,DHINDIA   ,2020-04-15,14.83,2021-03-02,14.9,3371,3371,50000,50227.9,1,0,0
INE451D01011,RAJ GLO WIR ,2020-04-15,206.85,2021-03-02,631.55,241,241,50000,152203.55,3,9,0
INE130B01031,SURANATP  ,2020-04-15,3.19,2021-03-02,4.81,15673,15673,50000,75387.12999999999,1,3,0
INE229A01017,ONWARD TECHN,2020-04-15,43.6,2021-03-02,102.0,1146,1146,50000,116892.0,2,7,0
INE320B01020,CENTUM ELEC ,2020-04-15,285.25,2021-03-02,441.85,175,175,50000,77323.75,1,3,0
INE209C01015,ALFA TRANSFO,2020-04-15,12.2,2021-03-02,12.61,4098,4098,50000,51675.78,1,0,0
INE035C01022,STARLITE COM,2020-04-15,2.5,2021-03-02,2.73,20000,20000,50000,54600.0,1,0,0
INE141C01028,NHCFOODS  ,2020-04-15,3.44,2021-03-02,7.05,14534,14534,50000,102464.7,2,6,0
INE948A01012,TRIGYN TECH ,2020-04-15,26.15,2021-03-02,69.35,1912,1912,50000,132597.19999999998,2,8,0
INE878B01027,KEI INDUST. ,2020-04-15,279.85,2021-03-02,495.65,178,178,50000,88225.7,1,4,0
INE542A01039,GUJ.SIDH.CEM,2020-04-15,18.8,2021-03-02,37.55,2659,2659,50000,99845.45,1,5,0
INE071F01012,ANJANI PORTL,2020-04-15,103.75,2021-03-02,210.05,481,481,50000,101034.05,2,6,0
INE537F01012,MODINATURAL ,2020-04-15,18.0,2021-03-02,70.0,2777,2777,50000,194390.0,3,11,0
INE488B01017,TASTY BITE,2020-04-15,9363.1,2021-03-02,14575.2,5,5,50000,72876.0,1,3,0
INE488D01021,AVT NATURAL ,2020-04-15,30.1,2021-03-02,45.8,1661,1661,50000,76073.79999999999,1,3,0
INE254N01018,HIND.FOODS,2020-04-15,557.55,2021-03-02,2169.8,89,89,50000,193112.2,3,11,0
INE289A01011,NAHAR INDUST,2020-04-15,19.0,2021-03-02,49.6,2631,2631,50000,130497.6,2,8,0
INE693D01018,VADILAL ENT ,2020-04-15,940.8,2021-03-02,1700.0,53,53,50000,90100.0,1,5,0
INE694D01016,VADILAL IND ,2020-04-15,528.0,2021-03-02,888.65,94,94,50000,83533.09999999999,1,4,0
INE982B01019,ADF FOODS LT,2020-04-15,208.55,2021-03-02,871.75,239,239,50000,208348.25,4,12,0
INE601B01015,AJANTA SOYA ,2020-04-15,27.3,2021-03-02,85.85,1831,1831,50000,157191.34999999998,3,10,0
INE890C01046,SANWARIA  ,2020-04-15,1.41,2021-03-02,0.86,35460,35460,50000,30495.6,0,-4,0
INE297D01018,PRIMA AGRO L,2020-04-15,4.88,2021-03-02,17.9,10245,10245,50000,183385.49999999997,3,11,0
INE906C01016,TARAI FOODS ,2020-04-15,4.86,2021-03-02,5.36,10288,10288,50000,55143.68,1,0,0
INE617B01011,MODERN DAIRI,2020-04-15,2.86,2021-03-02,11.74,17482,17482,50000,205238.68,4,12,0
INE921D01013,BAMBINO AGRO,2020-04-15,100.35,2021-03-02,188.9,498,498,50000,94072.2,1,5,0
INE706A01022,VIKAS WSP ,2020-04-15,5.6,2021-03-02,5.72,8928,8928,50000,51068.159999999996,1,0,0
INE809E01018,POONA DAL ,2020-04-15,24.4,2021-03-02,38.05,2049,2049,50000,77964.45,1,3,0
INE220Z01013,SHARAT INDUS,2020-04-15,19.35,2021-03-02,23.0,2583,2583,50000,59409.0,1,1,0
INE953E01014,KSE LIMITED ,2020-04-15,1197.65,2021-03-02,2289.0,41,41,50000,93849.0,1,5,0
INE295C01014,VIRAT CRANE ,2020-04-15,14.87,2021-03-02,24.0,3362,3362,50000,80688.0,1,4,0
INE975C01011,CHORDIA FOOD,2020-04-15,85.0,2021-03-02,107.95,588,588,50000,63474.6,1,2,0
INE052V01019,CIANAGRO  ,2020-04-15,33.0,2021-03-02,34.35,1515,1515,50000,52040.25,1,0,0
INE630N01019,NCC BLUE WAT,2020-04-15,6.48,2021-03-02,3.39,7716,7716,50000,26157.24,0,-5,0
INE822B01017,ASIAN TEA ,2020-04-15,6.65,2021-03-02,17.6,7518,7518,50000,132316.80000000002,2,8,0
INE978A01027,HERITGFOOD,2020-04-15,286.65,2021-03-02,349.15,174,174,50000,60752.1,1,1,0
INE354D01017,SIMRAN FARMS,2020-04-15,36.05,2021-03-02,71.3,1386,1386,50000,98821.8,1,5,0
INE456C01020,DFM FOODS ,2020-04-15,228.05,2021-03-02,379.3,219,219,50000,83066.7,1,4,0
INE421D01022,CCL PRODUCTS,2020-04-15,185.25,2021-03-02,244.7,269,269,50000,65824.3,1,2,0
INE164B01022,KELLTONTEC,2020-04-15,9.97,2021-03-02,73.75,5015,5015,50000,369856.25,7,18,0
INE209B01025,RICO AUTO ,2020-04-15,24.15,2021-03-02,42.4,2070,2070,50000,87768.0,1,4,0
INE090B01011,OMAX AUTOS. ,2020-04-15,25.45,2021-03-02,46.65,1964,1964,50000,91620.59999999999,1,5,0
INE577A01027,MUNJAL SHOWA,2020-04-15,70.0,2021-03-02,156.4,714,714,50000,111669.6,2,6,0
INE039C01032,JAMNA AUTO,2020-04-15,26.05,2021-03-02,68.95,1919,1919,50000,132315.05000000002,2,8,0
INE105A01035,SUNDAR.CLAY ,2020-04-15,1484.95,2021-03-02,3566.4,33,33,50000,117691.2,2,7,0
INE643A01035,JTEKTINDIA,2020-04-15,48.85,2021-03-02,89.05,1023,1023,50000,91098.15,1,5,0
INE672B01032,MUNAUTO   ,2020-04-15,35.2,2021-03-02,61.75,1420,1420,50000,87685.0,1,4,0
INE571B01028,JAYBH.MARUTI,2020-04-15,121.0,2021-03-02,241.75,413,413,50000,99842.75,1,5,0
INE704B01017,RACLGEAR  ,2020-04-15,51.85,2021-03-02,257.7,964,964,50000,248422.8,4,14,0
INE706B01012,SAMKRG PIST.,2020-04-15,94.1,2021-03-02,162.55,531,531,50000,86314.05,1,4,0
INE075B01012,SICAL LOG ,2020-04-15,8.85,2021-03-02,16.9,5649,5649,50000,95468.09999999999,1,5,0
INE703B01027,RATNAMNI MET,2020-04-15,908.15,2021-03-02,1982.5,55,55,50000,109037.5,2,6,0
INE386A01015,VESUVIUS IND,2020-04-15,895.1,2021-03-02,1042.6,55,55,50000,57342.99999999999,1,1,0
INE900C01027,AUTOMOTIVE S,2020-04-15,17.3,2021-03-02,38.4,2890,2890,50000,110976.0,2,6,0
INE125D01011,ABC INDIA ,2020-04-15,42.6,2021-03-02,60.35,1173,1173,50000,70790.55,1,2,0
INE654B01014,BALURGHAT TE,2020-04-15,4.15,2021-03-02,8.0,12048,12048,50000,96384.0,1,5,0
INE441C01014,SIBAR AUTO,2020-04-15,10.5,2021-03-02,7.7,4761,4761,50000,36659.700000000004,0,-2,0
INE757B01015,SHREY SH LOG,2020-04-15,37.05,2021-03-02,84.05,1349,1349,50000,113383.45,2,7,0
INE580C01019,STARLOG   ,2020-04-15,18.05,2021-03-02,14.15,2770,2770,50000,39195.5,0,-2,0
INE483B01026,INDO COUNT,2020-04-15,26.5,2021-03-02,128.05,1886,1886,50000,241502.30000000002,4,14,0
INE882A01013,MARAL OVERS ,2020-04-15,10.76,2021-03-02,28.35,4646,4646,50000,131714.1,2,8,0
INE092E01011,KAKATIYA TEX,2020-04-15,3.1,2021-03-02,0.85,16129,16129,50000,13709.65,0,-10,0
INE064C01022,TRIDENT   ,2020-04-15,5.44,2021-03-02,13.96,9191,9191,50000,128306.36,2,8,0
