Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
534680,,SRGHFL,SRG HOUSING FINANCE LTD.,Active,X ,10,INE559N01010,Housing Finance ,Equity
535322,,REPCOHOME,REPCO HOME FINANCE LTD.,Active,A ,10,INE612J01015,Housing Finance ,Equity
535789,,IBULHSGFIN,Indiabulls Housing Finance Ltd,Active,A ,2,INE148I01020,Housing Finance ,Equity
539017,,ASHFL,Akme Star Housing Finance Ltd,Active,B ,10,INE526R01010,Housing Finance ,Equity
540173,,PNBHOUSING,PNB Housing Finance Ltd,Active,A ,10,INE572E01012,Housing Finance ,Equity
540530,,HUDCO,Housing and Urban Development Corporation Ltd,Active,A ,10,INE031A01017,Housing Finance ,Equity
540709,,RELHOME,Reliance Home Finance Ltd,Active,B ,10,INE217K01011,Housing Finance ,Equity
541988,,AAVAS,AAVAS Financiers Ltd,Active,A ,10,INE216P01012,Housing Finance ,Equity
500266,,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10,INE288A01013,Investment Companies,Equity
500317,,OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B ,10,INE142A01012,Investment Companies,Equity
501148,,DSINVEST,DALAL STREET INVESTMENTS LTD.,Active,XT,10,INE422D01012,Investment Companies,Equity
501298,,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Active,X ,10,INE620D01011,Investment Companies,Equity
503663,,TILAK,Tilak Ventures Ltd,Active,XT,1,INE026L01022,Investment Companies,Equity
506105,,STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,Active,X ,10,INE441L01015,Investment Companies,Equity
511012,,YAMNINV,YAMINI INVESTMENTS COMPANY LTD.,Active,XT,1,INE457N01025,Investment Companies,Equity
530197,,FUNDVISER,Fundviser Capital (India) Ltd,Active,XT,10,INE365H01014,Investment Companies,Equity
532056,,ADIEXRE,ADINATH EXIM RESOURCES LTD.,Active,XT,10,INE398H01015,Investment Companies,Equity
532852,,MCDHOLDING,MCDOWELL HOLDINGS LTD.,Active,B ,10,INE836H01014,Investment Companies,Equity
532855,,HARYNACAP,HARYANA CAPFIN LTD.,Active,X ,10,INE928H01019,Investment Companies,Equity
532895,,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Active,B ,5,INE245I01016,Investment Companies,Equity
532952,,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,Active,B ,5,INE049I01012,Investment Companies,Equity
533170,,TAMBOLI,TAMBOLI CAPITAL LTD.,Active,X ,10,INE864J01012,Investment Companies,Equity
533302,,KICL,KALYANI INVESTMENT COMPANY LTD.,Active,B ,10,INE029L01018,Investment Companies,Equity
533306,,SUMMITSEC,SUMMIT SECURITIES LTD.,Active,B ,10,INE519C01017,Investment Companies,Equity
533336,,DHUNINV,DHUNSERI INVESTMENTS LTD.,Active,B ,10,INE320L01011,Investment Companies,Equity
533602,,LESHAIND,LESHA INDUSTRIES LTD.,Active,X ,1,INE050L01048,Investment Companies,Equity
533632,,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,Active,B ,10,INE912L01015,Investment Companies,Equity
534091,,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10,INE745G01035,Investment Companies,Equity
537750,,KIRANVYPAR,Kiran Vyapar Ltd,Active,X ,10,INE555P01013,Investment Companies,Equity
538180,,GOLDLINE,Gold Line International Finvest Ltd,Active,Z ,1,INE204P01026,Investment Companies,Equity
538351,,AFEL,A.F. Enterprises Ltd,Active,X ,10,INE663P01015,Investment Companies,Equity
538451,,WORTH,Worth Investment & Trading Co Ltd,Active,X ,10,INE114O01012,Investment Companies,Equity
538539,,JTAPARIA,J. Taparia Projects Ltd,Active,XT,10,INE075K01013,Investment Companies,Equity
538556,,ARMAN,Arman Holdings Ltd,Active,X ,10,INE510P01018,Investment Companies,Equity
539091,,CITL,Consecutive Investment & Trading Company Ltd,Active,X ,10,INE187R01011,Investment Companies,Equity
539217,,SRESTHA,Srestha Finvest Ltd,Active,X ,2,INE606K01023,Investment Companies,Equity
539290,,BINDALAGRO,Oswal Greentech Ltd,Active,B ,10,INE143A01010,Investment Companies,Equity
539488,,TFLL,Tirupati Finlease Ltd,Active,XT,10,INE027S01017,Investment Companies,Equity
539543,,VALLEY,Valley Magnesite Company Ltd,Active,X ,10,INE834E01016,Investment Companies,Equity
539545,,APOORVA,Apoorva Leasing Finance and Investment Company Ltd,Active,X ,10,INE217S01014,Investment Companies,Equity
539875,,RSDFIN,RSD Finance Ltd,Active,X ,5,INE616F01022,Investment Companies,Equity
539947,,JLL,Jindal Leasefin Ltd,Active,XT,10,INE919T01013,Investment Companies,Equity
540526,,IRBINVIT,IRB InvIT Fund,Active,IF,0,INE183W23014,Investment Companies,Equity
540565,,INDIGRID,India Grid Trust,Active,IF,0,INE219X23014,Investment Companies,Equity
540647,,GANGESSEC,Ganges Securities Ltd,Active,B ,10,INE335W01016,Investment Companies,Equity
540648,,PALASHSEC,Palash Securities Ltd,Active,B ,10,INE471W01019,Investment Companies,Equity
542602,,EMBASSY,Embassy Office Parks REIT,Active,IF,0,INE041025011,Investment Companies,Equity
500271,,MFSL,Max Financial Services Ltd,Active,A ,2,INE180A01020,Life Insurance,Equity
540133,,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10,INE726G01019,Life Insurance,Equity
540719,,SBILIFE,SBI Life Insurance Company Ltd,Active,A ,10,INE123W01016,Life Insurance,Equity
540777,,HDFCLIFE,HDFC Life Insurance Company Ltd,Active,A ,10,INE795G01014,Life Insurance,Equity
512267,,MMWL,MEDIA MATRIX WORLDWIDE LTD.,Active,X ,1,INE200D01020,Movies & Entertainment,Equity
523277,,GVFILM,GV FILMS LTD.,Active,XT,1,INE395B01048,Movies & Entertainment,Equity
530457,,CINERAD,CINERAD COMMUNICATIONS LTD.,Active,X ,10,INE959B01017,Movies & Entertainment,Equity
530943,,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,Active,B ,10,INE416A01036,Movies & Entertainment,Equity
531512,,ORIENTTR,ORIENT TRADELINK LTD.,Active,XT,2,INE681D01021,Movies & Entertainment,Equity
531668,,VISIONCO,VISION CORPORATION LTD.,Active,X ,10,INE661D01015,Movies & Entertainment,Equity
532011,,POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.,Active,XT,10,INE147C01017,Movies & Entertainment,Equity
532163,,SAREGAMA,SAREGAMA INDIA LTD.,Active,B ,10,INE979A01017,Movies & Entertainment,Equity
532324,,CINEVISTA,CINEVISTA LTD.,Active,B ,2,INE039B01026,Movies & Entertainment,Equity
532350,,PADMALAYAT,PADMALAYA TELEFILMS LTD.,Active,Z ,10,INE243B01016,Movies & Entertainment,Equity
532355,,PICTUREHS,PICTUREHOUSE MEDIA LTD.,Active,X ,10,INE448B01029,Movies & Entertainment,Equity
532357,,MUKTAARTS,MUKTA ARTS LTD.,Active,B ,5,INE374B01019,Movies & Entertainment,Equity
532375,,TIPSINDLTD,TIPS INDUSTRIES LTD.,Active,B ,10,INE716B01011,Movies & Entertainment,Equity
532378,,UNIVARTS,UNIVERSAL ARTS LTD.,Active,X ,10,INE464B01018,Movies & Entertainment,Equity
532380,,BABA,BABA ARTS LTD.-$,Active,X ,1,INE893A01036,Movies & Entertainment,Equity
532387,,PNC,PRITISH NANDY COMMUNICATIONS LTD.,Active,B ,10,INE392B01011,Movies & Entertainment,Equity
532392,,CREATIVEYE,CREATIVE EYE LTD.,Active,B ,5,INE230B01021,Movies & Entertainment,Equity
532467,,HAZOOR,HAZOOR MULTI PROJECTS LTD.-$,Active,X ,4,INE550F01023,Movies & Entertainment,Equity
532748,,PFOCUS,PRIME FOCUS LTD.,Active,B ,1,INE367G01038,Movies & Entertainment,Equity
533176,,DQE,DQ ENTERTAINMENT (INTERNATIONAL) LTD.,Active,B ,10,INE656K01010,Movies & Entertainment,Equity
533261,,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,Active,B ,10,INE416L01017,Movies & Entertainment,Equity
535647,,SDC,SDC Techmedia Ltd,Active,M ,10,INE807O01011,Movies & Entertainment,Equity
538685,,SHEMAROO,Shemaroo Entertainment Ltd,Active,B ,10,INE363M01019,Movies & Entertainment,Equity
539469,,PANORAMA,Panorama Studios International Ltd,Active,XT,10,INE258R01010,Movies & Entertainment,Equity
539910,,KOCL,Kome-On Communication Ltd,Active,X ,10,INE833C01012,Movies & Entertainment,Equity
540084,,SPICY,Spicy Entertainment and Media Ltd,Active,M ,10,INE592O01019,Movies & Entertainment,Equity
540151,,DIKSAT,Diksat Transworld Ltd,Active,M ,10,INE942P01013,Movies & Entertainment,Equity
540159,,PURPLE,Purple Entertainment Ltd,Active,X ,10,INE905R01016,Movies & Entertainment,Equity
543247,,NETPIX,Net Pix Shorts Digital Media Ltd,Active,TS,10,INE0D5F01013,Movies & Entertainment,Equity
590070,,RADAAN,RADAAN MEDIAWORKS (I) LTD.,Active,B ,2,INE874F01027,Movies & Entertainment,Equity
500069,,BNKCAP,BNK CAPITAL MARKETS LTD.,Active,X ,10,INE418C01012,Other Financial Services,Equity
500092,,CRISIL,CRISIL LTD.,Active,A ,1,INE007A01025,Other Financial Services,Equity
500337,,PRIMESECU,PRIME SECURITIES LTD.,Active,B ,5,INE032B01021,Other Financial Services,Equity
500450,,MPILCORPL,MPIL CORPORATION LTD.,Active,X ,10,INE844C01027,Other Financial Services,Equity
501110,,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,XT,10,INE371U01015,Other Financial Services,Equity
501150,,CENTRUM,CENTRUM CAPITAL LTD.,Active,A ,1,INE660C01027,Other Financial Services,Equity
501261,,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,Active,XT,10,INE567L01017,Other Financial Services,Equity
501386,,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,Active,XT,10,INE094R01019,Other Financial Services,Equity
503622,,ZSVTRADI,S.V.TRADING & AGENCIES LTD.,Active,XT,10,INE404N01019,Other Financial Services,Equity
503624,,ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,Active,XT,10,INE406N01014,Other Financial Services,Equity
503626,,KSHITIJ,KSHITIZ INVESTMENT LTD.,Active,Y ,10,NA          ,Other Financial Services,Equity
503635,,SALSAIN,SHREE SALASAR INVESTMENT LTD.,Active,XT,10,INE315N01017,Other Financial Services,Equity
503671,,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,Active,XT,10,INE130N01010,Other Financial Services,Equity
503893,,ZSATYASL,SATYAM SILK MILLS LTD.,Active,P ,10,INE07MC01015,Other Financial Services,Equity
504340,,CONFINT,Confidence Finance And Trading Limited,Active,X ,10,INE180M01033,Other Financial Services,Equity
504341,,RELTD,Ravindra Energy Ltd,Active,X ,10,INE206N01018,Other Financial Services,Equity
504346,,GDTRAGN,G.D.TRADING & AGENCIES LTD.,Active,P ,10,INE713N01013,Other Financial Services,Equity
504365,,RIDHISYN,RIDHI SYNTHETICS LTD.,Active,P ,10,INE07LK01010,Other Financial Services,Equity
504390,,AVTIL,AVTIL Enterprise Ltd,Active,XT,10,INE292N01018,Other Financial Services,Equity
504392,,KRISHNA,Krishna Ventures Limited,Active,XT,10,INE537L01010,Other Financial Services,Equity
505515,,SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,Active,XT,10,INE203N01015,Other Financial Services,Equity
505526,,DOLAT,DOLAT INVESTMENTS LTD.,Active,B ,1,INE966A01022,Other Financial Services,Equity
506162,,TERRAFORM,TERRAFORM MAGNUM LTD.,Active,P ,10,INE122V01010,Other Financial Services,Equity
507864,,PIONRINV,PIONEER INVESTCORP LTD.,Active,X ,10,INE746D01014,Other Financial Services,Equity
507912,,LKPFIN,LKP Finance Limited,Active,X ,10,INE724A01017,Other Financial Services,Equity
508905,,SMIFS,SMIFS CAPITAL MARKETS LTD.,Active,X ,10,INE641A01013,Other Financial Services,Equity
509760,,MODRNSH,MODERN SHARES & STOCKBROKERS LTD.,Active,X ,10,INE370A01019,Other Financial Services,Equity
509945,,THACKER,THACKER & CO.LTD.,Active,XT,1,INE077P01034,Other Financial Services,Equity
511110,,VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.,Active,X ,10,INE848D01018,Other Financial Services,Equity
511260,,IDINFO,ID Info Business Services Ltd,Active,XT,10,INE088P01015,Other Financial Services,Equity
511333,,VLSFINANCE,VLS FINANCE LTD.,Active,B ,10,INE709A01018,Other Financial Services,Equity
511401,,MCLTD,Munoth Communication Ltd,Active,XT,10,INE410E01015,Other Financial Services,Equity
511441,,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,Active,XT,10,INE034B01019,Other Financial Services,Equity
511473,,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,Active,B ,10,INE841B01017,Other Financial Services,Equity
511501,,BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,Active,X ,10,INE900A01013,Other Financial Services,Equity
511535,,NDASEC,NDA SECURITIES LTD.,Active,X ,10,INE026C01013,Other Financial Services,Equity
511539,,SUPRATRE,Supra Trends Limited,Active,XT,10,INE533B01028,Other Financial Services,Equity
511551,,MONARCH,Monarch Networth Capital Ltd,Active,X ,10,INE903D01011,Other Financial Services,Equity
511605,,ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,Active,X ,5,INE420B01028,Other Financial Services,Equity
511692,,AJCON,AJCON GLOBAL SERVICES LTD.,Active,X ,10,INE759C01019,Other Financial Services,Equity
511696,,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,Active,X ,10,INE953B01010,Other Financial Services,Equity
511706,,ACTIONFI,ACTION FINANCIAL SERVICES (INDIA) LTD.,Active,Z ,10,INE357A01032,Other Financial Services,Equity
511712,,RELICTEC,RELIC TECHNOLOGIES LTD.,Active,X ,10,INE452B01013,Other Financial Services,Equity
511738,,MEHSECU,MEHTA SECURITIES LTD.,Active,XT,10,INE241B01010,Other Financial Services,Equity
512022,,WINROC,WINRO COMMERCIAL (INDIA) LTD.,Active,XT,10,INE837E01019,Other Financial Services,Equity
512215,,STEPHANOTIS,Stephanotis Finance Ltd,Active,XT,10,INE902L01016,Other Financial Services,Equity
512247,,ASHCAP,ASHIRWAD CAPITAL LTD.,Active,X ,1,INE894A01026,Other Financial Services,Equity
512291,,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,Active,P ,10,INE497M01015,Other Financial Services,Equity
512345,,YASTF,YASH TRADING & FINANCE LTD.,Active,XT,10,INE745A01012,Other Financial Services,Equity
512367,,ZSHERAPR,SHERATON PROPERTIES & FINANCE LTD.,Active,P ,10,INE495M01019,Other Financial Services,Equity
512393,,SHARDUL,SHARDUL SECURITIES LTD.,Active,X ,10,INE037B01012,Other Financial Services,Equity
512437,,APOLLOFI,APOLLO FINVEST (INDIA) LTD.,Active,X ,10,INE412D01013,Other Financial Services,Equity
512445,,DEVITRD,DEVINSU TRADING LTD.,Active,P ,10,INE07LH01016,Other Financial Services,Equity
512493,,GARNETINT,GARNET INTERNATIONAL LTD.,Active,X ,10,INE590B01010,Other Financial Services,Equity
512499,,SHALPRO,SHALIMAR PRODUCTIONS LTD.,Active,X ,1,INE435E01020,Other Financial Services,Equity
514238,,IKAB,IKAB SECURITIES & INVESTMENT LTD.,Active,X ,10,INE874A01010,Other Financial Services,Equity
521194,,SILINV,SIL INVESTMENTS LTD.,Active,B ,10,INE923A01015,Other Financial Services,Equity
522209,,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,Active,XT,10,INE429B01011,Other Financial Services,Equity
523019,,BNRSEC,B.N.RATHI SECURITIES LTD.,Active,X ,10,INE710D01010,Other Financial Services,Equity
526071,,STELLANT,STELLANT SECURITIES (INDIA) LTD.,Active,X ,10,INE395F01023,Other Financial Services,Equity
526251,,MIDEASTP,MID EAST PORTFOLIO MANAGEMENT LTD.,Active,X ,10,INE033E01015,Other Financial Services,Equity
526506,,SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.,Active,X ,10,INE356B01016,Other Financial Services,Equity
526871,,INTECCAP,INTEC CAPITAL LTD.,Active,X ,10,INE017E01018,Other Financial Services,Equity
526891,,MKTCREAT,MARKET CREATORS LTD.,Active,X ,10,INE944C01017,Other Financial Services,Equity
526921,,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,Active,B ,10,INE253B01015,Other Financial Services,Equity
530127,,NPRFIN,NPR FINANCE LTD.,Active,X ,10,INE446D01011,Other Financial Services,Equity
530171,,DAULAT,DAULAT SECURITIES LTD.,Active,X ,10,INE108C01019,Other Financial Services,Equity
530249,,BRIDGESE,BRIDGE SECURITIES LTD.,Active,X ,10,INE958C01017,Other Financial Services,Equity
530341,,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,Active,X ,10,INE596B01017,Other Financial Services,Equity
530357,,KBSINDIA,KBS INDIA LIMITED,Active,X ,10,INE883D01015,Other Financial Services,Equity
530393,,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Active,B ,2,INE921B01025,Other Financial Services,Equity
530405,,JINDCAP,JINDAL CAPITAL LTD.,Active,X ,10,INE356F01017,Other Financial Services,Equity
530419,,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Active,X ,10,INE886B01012,Other Financial Services,Equity
530557,,NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,Active,Z ,2,INE132F01020,Other Financial Services,Equity
530585,,SWASTIKA,SWASTIKA INVESTMART LTD.,Active,X ,10,INE691C01014,Other Financial Services,Equity
530663,,GOYALASS,GOYAL ASSOCIATES LTD.,Active,XT,1,INE912B01032,Other Financial Services,Equity
530669,,PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.,Active,XT,10,INE035401012,Other Financial Services,Equity
530723,,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Active,X ,10,INE041B01014,Other Financial Services,Equity
530881,,ABVL,Arunjyoti Bio Ventures Ltd,Active,XT,10,INE485K01014,Other Financial Services,Equity
531025,,VISAGAR,VISAGAR FINANCIAL SERVICES LTD.,Active,XT,2,INE309H01020,Other Financial Services,Equity
531027,,LIBORD,LIBORD SECURITIES LTD.,Active,X ,10,INE267E01019,Other Financial Services,Equity
531211,,WELLNESS,WELLNESS NONI LTD.,Active,P ,10,INE571H01017,Other Financial Services,Equity
531278,,ELIXIR,Elixir Capital Ltd,Active,X ,10,INE785D01012,Other Financial Services,Equity
531310,,AVAILFC,AVAILABLE FINANCE LTD.,Active,X ,10,INE325G01010,Other Financial Services,Equity
531324,,ROSELABS,ROSELABS FINANCE LTD.,Active,X ,10,INE475C01012,Other Financial Services,Equity
531327,,CHARMS,CHARMS INDUSTRIES LTD.,Active,X ,10,INE442C01012,Other Financial Services,Equity
531337,,JUMPNET,Jump Networks Ltd,Active,B ,5,INE974C01022,Other Financial Services,Equity
531340,,BERVINL,BERVIN INVESTMENT & LEASING LTD.,Active,XT,10,INE348I01018,Other Financial Services,Equity
531400,,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,Active,B ,6,INE326B01027,Other Financial Services,Equity
531509,,STEP2COR,STEP TWO CORPORATION LTD.,Active,XT,10,INE623D01015,Other Financial Services,Equity
531550,,JHACC,JHAVERI CREDITS & CAPITAL LTD.,Active,X ,10,INE865D01012,Other Financial Services,Equity
531600,,GOGIACAP,Gogia Capital Services Limited,Active,XT,10,INE832C01014,Other Financial Services,Equity
531672,,INANISEC,INANI SECURITIES LTD.,Active,XT,10,INE224C01014,Other Financial Services,Equity
531688,,PRITHVIEXCH,Prithvi Exchange (India) Ltd,Active,X ,10,INE621B01021,Other Financial Services,Equity
531821,,MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,Active,X ,10,INE348D01019,Other Financial Services,Equity
531846,,TRINITYLEA,TRINITY LEAGUE INDIA LTD.,Active,XT,10,INE884X01011,Other Financial Services,Equity
531861,,JOINDRE,JOINDRE CAPITAL SERVICES LTD.,Active,X ,10,INE024B01010,Other Financial Services,Equity
531892,,KHANDSE,KHANDWALA SECURITIES LTD.,Active,B ,10,INE060B01014,Other Financial Services,Equity
531950,,VERTEX,VERTEX SECURITIES LTD.,Active,X ,2,INE316D01024,Other Financial Services,Equity
532053,,WALLFORT,WALLFORT FINANCIAL SERVICES LTD.,Active,X ,10,INE121B01014,Other Financial Services,Equity
532159,,TRESCON,Trescon Ltd,Active,X ,10,INE088D01011,Other Financial Services,Equity
532217,,SIELFNS,SIEL FINANCIAL SERVICES LTD.,Active,XT,10,INE027F01014,Other Financial Services,Equity
532284,,TCFCFINQ,TCFC FINANCE LTD.,Active,X ,10,INE389D01013,Other Financial Services,Equity
532285,,GEOJITFSL,Geojit Financial Services Ltd,Active,B ,1,INE007B01023,Other Financial Services,Equity
532290,,BLBLIMITED,BLB LTD.,Active,B ,1,INE791A01024,Other Financial Services,Equity
532304,,KJMCCORP,KJMC Corporate Advisors (India) Ltd.,Active,X ,10,INE602C01011,Other Financial Services,Equity
532333,,HBPOR,HB PORTFOLIO LTD.,Active,X ,10,INE638B01025,Other Financial Services,Equity
532410,,TRANSCOR,TRANSCORP INTERNATIONAL LTD.,Active,X ,2,INE330E01023,Other Financial Services,Equity
532636,,IIFL,IIFL Finance Ltd,Active,A ,2,INE530B01024,Other Financial Services,Equity
532737,,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Active,B ,10,INE296H01011,Other Financial Services,Equity
532745,,INDICAP,Inditrade Capital Limited,Active,X ,10,INE347H01012,Other Financial Services,Equity
532835,,ICRA,ICRA LTD.,Active,B ,10,INE725G01011,Other Financial Services,Equity
532915,,RELIGARE,RELIGARE ENTERPRISES LTD.,Active,B ,10,INE621H01010,Other Financial Services,Equity
532922,,EDELWEISS,Edelweiss Financial Services Ltd.,Active,A ,1,INE532F01054,Other Financial Services,Equity
532960,,DHANI,Dhani Services Ltd,Active,B ,2,INE274G01010,Other Financial Services,Equity
532974,,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Active,B ,1,INE865C01022,Other Financial Services,Equity
532985,,KTKSENSEX,KOTAK SENSEX ETF,Active,B ,10,INF373I01031,Other Financial Services,Equity
533149,,ESSARSEC,Essar Securities Ltd,Active,XT,10,INE143K01019,Other Financial Services,Equity
533172,,IVZINGOLD,Invesco India Gold Exchange Traded Fund,Active,E ,100,INF205K01361,Other Financial Services,Equity
533230,,HDFCMFGETF,HDFC Mutual Fund - HDFC Gold Exchange Traded Fund,Active,E ,100,INF179K01CN1,Other Financial Services,Equity
533244,,ICICIGOLD,ICICI Prudential Gold ETF,Active,E ,1,INF109KC1NT3,Other Financial Services,Equity
533252,,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,Active,B ,10,INE389K01018,Other Financial Services,Equity
533385,,N100,Motilal Oswal MOSt Shares NASDAQ-100 ETF,Active,E ,10,INF247L01031,Other Financial Services,Equity
533408,,BSLGOLDETF,Birla Sun Life Mutual Fund - Birla Sun Life Gold ETF,Active,E ,10,INF209K01HT2,Other Financial Services,Equity
533452,,EBIXFOREX,Ebixcash World Money India Ltd,Active,B ,10,INE726L01019,Other Financial Services,Equity
533506,,INVENTURE,INVENTURE GROWTH & SECURITIES LTD.,Active,B ,10,INE878H01016,Other Financial Services,Equity
533676,,INDOTHAI,INDO THAI SECURITIES LTD.,Active,B ,10,INE337M01013,Other Financial Services,Equity
534063,,FUTSOL,FUTURISTIC SOLUTIONS LTD.,Active,XT,10,INE241F01011,Other Financial Services,Equity
534691,,COMCL,COMFORT COMMOTRADE LTD.,Active,B ,10,INE456N01019,Other Financial Services,Equity
534732,,INTELLADV,INTELLIVATE CAPITAL ADVISORS LTD.,Active,XT,1,INE176N01021,Other Financial Services,Equity
534755,,TRIOMERC,TRIO MERCANTILE & TRADING LTD.,Active,X ,10,INE234G01014,Other Financial Services,Equity
534804,,CARERATING,CARE Ratings Ltd,Active,A ,10,INE752H01013,Other Financial Services,Equity
535431,,GCMSECU,GCM Securities Ltd,Active,M ,1,INE168O01026,Other Financial Services,Equity
535916,,ALSL,Alacrity Securities Ltd,Active,M ,10,INE030P01017,Other Financial Services,Equity
535917,,GCMCOMM,GCM Commodity & Derivatives Ltd,Active,M ,10,INE200P01016,Other Financial Services,Equity
536738,,STELLAR,Stellar Capital Services Ltd,Active,M ,10,INE325P01011,Other Financial Services,Equity
536751,,FIVEXTRADE,Five X Tradecom Ltd,Active,XT,10,INE750L01019,Other Financial Services,Equity
536773,,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Active,B ,10,INE147P01019,Other Financial Services,Equity
538319,,GCMCAPI,GCM Capital Advisors Ltd,Active,M ,10,INE191P01017,Other Financial Services,Equity
538395,,NAM,Nam Securities Ltd,Active,X ,10,INE792G01011,Other Financial Services,Equity
538433,,CCFCL,Classic Global Finance & Capital Ltd,Active,XT,1,INE854P01028,Other Financial Services,Equity
538446,,MONEYBOXX,Moneyboxx Finance Ltd,Active,T ,10,INE296Q01012,Other Financial Services,Equity
538607,,TOYAMIND,Toyam Industries Ltd,Active,X ,1,INE457P01020,Other Financial Services,Equity
538609,,GAJANANSEC,Gajanan Securities Services Ltd,Active,XT,10,INE868G01019,Other Financial Services,Equity
538611,,RTFL,Real Touch Finance Ltd,Active,X ,10,INE840I01014,Other Financial Services,Equity
538716,,ARYACAPM,Aryaman Capital Markets Ltd,Active,M ,10,INE229R01011,Other Financial Services,Equity
538862,,MYMONEY,My Money Securities Ltd,Active,XT,10,INE232L01018,Other Financial Services,Equity
538874,,NEXUSSURGL,Nexus Surgical And Medicare Ltd,Active,XT,10,INE370Q01015,Other Financial Services,Equity
538882,,EMERALD,Emerald Leasing Finance & Investment Company Ltd,Active,X ,10,INE030Q01015,Other Financial Services,Equity
538894,,OCTAL,Octal Credit Capital Ltd,Active,X ,10,INE513C01010,Other Financial Services,Equity
539026,,SSPNFIN,SSPN Finance Ltd,Active,M ,10,INE820R01017,Other Financial Services,Equity
539198,,CAPFIN,Capfin India Ltd,Active,XT,10,INE960C01013,Other Financial Services,Equity
539199,,MOONGIPASEC,Moongipa Securities Ltd,Active,XT,10,INE618R01015,Other Financial Services,Equity
539278,,SYMBIOX,Symbiox Investment & Trading Company Ltd,Active,X ,10,INE653R01012,Other Financial Services,Equity
539304,,CANOPYFIN,Canopy Finance Ltd,Active,XT,10,INE095R01016,Other Financial Services,Equity
539435,,RFSL,Richfield Financial Services Ltd,Active,X ,10,INE201C01012,Other Financial Services,Equity
539521,,NAVIGANT,Navigant Corporate Advisors Ltd,Active,M ,10,INE364T01012,Other Financial Services,Equity
539562,,AARNAV,Aarnav Fashions Ltd,Active,X ,10,INE750R01016,Other Financial Services,Equity
539593,,SHIVA,Shivansh Finserve Ltd,Active,X ,10,INE728Q01014,Other Financial Services,Equity
539596,,DELTA,Delta Industrial Resources Ltd,Active,X ,10,INE681Q01015,Other Financial Services,Equity
539637,,BVL,Blueblood Ventures Ltd,Active,M ,10,INE562S01013,Other Financial Services,Equity
539770,,DARJEELING,Darjeeling Ropeway Company Ltd,Active,XT,10,INE830S01014,Other Financial Services,Equity
539819,,MUDRA,Mudra Financial Services Ltd,Active,X ,10,INE967S01014,Other Financial Services,Equity
539895,,SAGL,Shalimar Agencies Ltd,Active,X ,10,INE631E01016,Other Financial Services,Equity
539938,,MIL,Medico Intercontinental Ltd,Active,XT,10,INE858Q01019,Other Financial Services,Equity
540024,,ASHARI,Ashari Agencies Ltd,Active,Z ,10,INE361S01010,Other Financial Services,Equity
540097,,VISCO,Visco Trade Associates Ltd,Active,X ,10,INE890S01018,Other Financial Services,Equity
